,index,Escola,UF,Município,Endereço
7374,80617,ESCOLA MUNICIPAL MADRE JUDITE,BA,Salvador,"LADEIRA DA FAVELA, SN FEDERACAO. 40230-850 Salvador - BA."
7375,80618,ESCOLA MUNICIPAL MANOEL CLEMENTE FERREIRA,BA,Salvador,"RUA SAO JOSE DE VILA CANARIA, 87 VILA CANARIA. VILA CANARIA. 41390-365 Salvador - BA."
7376,80619,ESCOLA MUNICIPAL MANOEL DE ABREU,BA,Salvador,"RUA SAO MARCOS, 289 SAO MARCOS. 41253-281 Salvador - BA."
7377,80620,ESCOLA MUNICIPAL MANOEL FLORENCIO,BA,Salvador,"R SAO LOURENCO, 36 LIBERDADE. 40370-190 Salvador - BA."
7378,80621,ESCOLA MUNICIPAL MARECHAL RONDON,BA,Salvador,"PRACA MARECHAL RONDON, SN MARECHAL RONDON. 41285-100 Salvador - BA."
7379,80622,ESCOLA MUNICIPAL MAXIMINIANO DA ENCARNACAO,BA,Salvador,"RUA DIRETA DA MATA ESCURA, S/N MATA ESCURA. MATA ESCURA. 41225-190 Salvador - BA."
7380,80623,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ABRIGO DO SALVADOR,BA,Salvador,"TRAVESSA CAMPINAS DE BROTAS, 32 FIM DE LINHA. CAMPINAS DE BROTAS. 40275-170 Salvador - BA."
7381,80624,ESCOLA MUNICIPAL ALMIRANTE ERNESTO DE MOURAO SA,BA,Salvador,"RUA SAO CRISTOVAO, 290 PARIPE. PARIPE. 40820-180 Salvador - BA."
7382,80625,ESCOLA MUNICIPAL OSWALDO DA GAMA ALVES,BA,Salvador,"RUA WALDOMIRO LUIZ DE SOUZA, 23 FEDERACAO. 40231-070 Salvador - BA."
7383,80626,ESCOLA MUNICIPAL ARTUR DE SALES,BA,Salvador,"RUA ANTONIO CARLOS MAGALHAES, 393 SANTA CRUZ. 41927-235 Salvador - BA."
7384,80627,ESCOLA MUNICIPAL DE CANABRAVA,BA,Salvador,"RUA ARTEMIO CASTRO VALENTE, 1496 CANABRAVA. 41260-300 Salvador - BA."
7385,80628,ESCOLA MUNICIPAL MARIA CONSTANCA,BA,Salvador,"RUA BENJAMIN ABDON, 338 MATA ESCURA. 41219-040 Salvador - BA."
7386,80629,ESCOLA MUNICIPAL DE SAO CRISTOVAO,BA,Salvador,"RUA POCO VERDE, SN SAO CRISTOVAO. 41510-510 Salvador - BA."
7387,80630,ESCOLA MUNICIPAL MARCILIO DIAS,BA,Salvador,"RUA BEIRA MAR, SN PARAMANA. PARAMANA - ILHA DOS FRADES. 42505-010 Salvador - BA."
7388,80631,ESCOLA MUNICIPAL PERO VAZ VELHO,BA,Salvador,"RUA PERO VAZ VELHO, 212 PERO VAZ. 40335-600 Salvador - BA."
7389,80632,ESCOLA MUNICIPAL ROBERTO CORREIA,BA,Salvador,"RUA PASTOR JOSE GUILHERME DE MORAES, 07 PAU DA LIMA. PAU DA LIMA. 41235-000 Salvador - BA."
7390,80633,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TERTULIANO DE GOES,BA,Salvador,"TRAVESSA NOSSA SENHORA DE FATIMA, 105 ALTO DAS POMBAS. 40226-480 Salvador - BA."
7391,80634,ESCOLA MUNICIPAL TIRADENTES,BA,Salvador,"RUA JARDIM CASTRO ALVES, 68 CAM. AREIA. VILA RUY BARBOSA. 40430-275 Salvador - BA."
7392,80635,ESCOLA MUNICIPAL DE ILHA DE MARE,BA,Salvador,"RUA DA CAEIRA, SN PRAIA GRANDE - ILHA DE MARE. 42500-710 Salvador - BA."
7393,80636,EE - ESCOLA ESTADUAL PROFESSORA NATALIA VINHAES,BA,Salvador,"R. RUA DIVA PIMENTEL, 00267 SAN MARTIN. 40354-222 Salvador - BA."
7394,80637,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,BA,Salvador,"RUA 8 DE DEZEMBRO, SN PARIPE. PARIPE. 40800-470 Salvador - BA."
7395,80638,ESCOLA MUNICIPAL NOSSA SENHORA DE NAZARE,BA,Salvador,"RUA DO QUEIMADO, 17 LIBERDADE. LIBERDADE. 40325-260 Salvador - BA."
7396,80639,ESCOLA MUNICIPAL NOSSA SENHORA DOS ANJOS,BA,Salvador,"AV DOM JOAO VI, 450 BROTAS. BROTAS. 40285-000 Salvador - BA."
7397,80640,EE - ESCOLA OCRIDALINA MADUREIRA,BA,Salvador,"R. RUA LOPES TROVAO, 113 CS,ALA,ALA. MASSARANDUBA. 40435-000 Salvador - BA."
7398,80641,ESCOLA MUNICIPAL OITO DE MAIO,BA,Salvador,"AVENIDA AFRANIO PEIXOTO, 8 PERIPERI. 40720-276 Salvador - BA."
7399,80642,ESCOLA MUNICIPAL PAROQUIAL DA VITORIA,BA,Salvador,"PRACA RODRIGUES LIMA, VITORIA. VITORIA. 40081-305 Salvador - BA."
7400,80643,ESCOLA MUNICIPAL PAULO MENDES DE AGUIAR,BA,Salvador,"RUA LUCILIA PINTO S/N JARDIM PRAIA GRANDE, S/N JARDIM PRAIA GRANDE. RIO SENA. 40715-390 Salvador - BA."
7401,80644,EE - COLEGIO ESTADUAL PADRE JOSE VASCONCELOS,BA,Salvador,"NULL SIMONE BARRADAS, JARDIM NOVA ESPERANCA. 41370-030 Salvador - BA."
7402,80645,EE - COLEGIO ESTADUAL POLIVALENTE DE AMARALINA,BA,Salvador,"RUA PARA, 221 PITUBA. 41830-070 Salvador - BA."
7403,80646,EE - COLEGIO ESTADUAL POLIVALENTE SAN DIEGO,BA,Salvador,"R. RUA LUIZ REGIS PACHECO, 2182 URUGUAI. 40450-320 Salvador - BA."
7404,80647,ESCOLA MUNICIPAL PRESIDENTE CASTELO BRANCO,BA,Salvador,"AVENIDA SAO ROQUE, 17 REGIS PACHECO. URUGUAI. 40450-355 Salvador - BA."
7405,80648,ESCOLA MUNICIPAL PRESIDENTE MEDICI,BA,Salvador,"RUA IRIGUACU, 22 PARIPE. PARIPE. 40810-420 Salvador - BA."
7406,80649,EE - ESCOLA PRESCILIANO SILVA,BA,Salvador,"R. DOMINGOS RABELO, 00052 RIBEIRA. 40000-990 Salvador - BA."
7407,80650,ESCOLA MUNICIPAL PRIMEIRO DE MAIO,BA,Salvador,"RUA SANTA CLARA, 164 BX DO PETROLEO. MASSARANDUBA. 40435-280 Salvador - BA."
7408,80651,EE - COLEGIO ESTADUAL PRINCESA IZABEL,BA,Salvador,"NULL PRIMEIRO DE JANEIRO, 37 CIDADE NOVA. 40313-120 Salvador - BA."
7409,80652,ESCOLA MUNICIPAL PROFESSOR AFONSO TEMPORAL,BA,Salvador,"RUA JOSE GUIMARAES, SN VALERIA. VALERIA. 41300-220 Salvador - BA."
7410,80653,ESCOLA MUNICIPAL PROFESSOR ARISTIDES NOVIS,BA,Salvador,"ALAMEDA PIATA, 132 CAMPINAS DE BROTAS. 40275-010 Salvador - BA."
7411,80654,ESCOLA MUNICIPAL PROFESSOR FREIRE FILHO,BA,Salvador,"LARGO DO BONFIM, 180 BONFIM. 40415-430 Salvador - BA."
7412,80655,EE - COLEGIO ESTADUAL LUIZ FERNANDO MACEDO COSTA - TEMPO INTEGRAL,BA,Salvador,"R. RUA F CAJAZEIRA VII, 00405 CJCAJAZEIRAS. CAJAZEIRAS VII. 41337-235 Salvador - BA."
7413,80656,EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM GESTAO NEGOCIOS E TURISMO LUIZ NAVARRO DE BRITO,BA,Salvador,"R. RUA DO QUEIMADINHO, LAPINHA. 40368-185 Salvador - BA."
7414,80657,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE DE PAULA MOREIRA,BA,Salvador,"RUA ANIBAL DA SILVA GARCIA, 50 RIBEIRA. 40421-020 Salvador - BA."
7415,80658,EE - ESCOLA PROFESSOR ROBERTO SANTOS,BA,Salvador,"R. 3 ETAPA DO CASTELO BRANCO, 538 CASTELO BRANCO. 40313-010 Salvador - BA."
7416,80659,ESCOLA MUNICIPAL PROFª ALEXANDRINA SANTOS PITA,BA,Salvador,"ELISIO MESQUITA, 643 RUA NOVA. PIRAJA. 41295-360 Salvador - BA."
7417,80660,ESCOLA MUNICIPAL PROFª ANFRISIA SANTIAGO,BA,Salvador,"ESTRADA DAS BARREIRAS, SN CABULA. CABULA. 41195-000 Salvador - BA."
7418,80661,EE - COLEGIO ESTADUAL PROFESSORA ELISABETH CHAVES VELOSO,BA,Salvador,"R. RUA TEODULO ALBUQUERQUE, 00331 CABULA VI. 40000-990 Salvador - BA."
7419,80662,ESCOLA MUNICIPAL PROFESSORA EUFROSINA MIRANDA,BA,Salvador,"RUA ATERRO DO JOANES, 96 LOBATO. 40470-690 Salvador - BA."
7420,80663,ESCOLA MUNICIPAL TEREZINHA VAZ DA SILVEIRA,BA,Salvador,"RUA SAO JOSE DE CIMA, 46 BARBALHO. 40301-036 Salvador - BA."
7421,80664,EE - COLEGIO ESTADUAL RENAN BALEEIRO,BA,Salvador,"R. LOT NOGUEIRA KM 10 BR 324, 00098 AGUAS CLARAS. 40010-000 Salvador - BA."
7422,80665,ESCOLA MUNICIPAL RUI BARBOSA,BA,Salvador,"RUA JOAO MARTINS, S/N PARIPE. PARIPE. 40820-120 Salvador - BA."
7423,80666,ESCOLA MUNICIPAL RUY DE LIMA MALTEZ,BA,Salvador,"LADEIRA DOS GALES, 118 BROTAS. 40255-010 Salvador - BA."
7424,80667,ESCOLA MUNICIPAL SAO BRAZ,BA,Salvador,"R URSULA CATARINO, 36 PLATAFORMA. PLATAFORMA. 40710-680 Salvador - BA."
7425,80668,ESCOLA MUNICIPAL SAO DOMINGOS,BA,Salvador,"RUA SANTA LUZIA, 11 PERIPERI. 40725-850 Salvador - BA."
7426,80669,ESCOLA MUNICIPAL SAO DOMINGOS SAVIO,BA,Salvador,"RUA JARDIM BOTANICO, S/N ONDINA. 40170-700 Salvador - BA."
7427,80670,EE - ESCOLA ESTADUAL PIERRE VERGER,BA,Salvador,"ESTRADA DA LIBERDADE, 403 LIBERDADE. 40375-017 Salvador - BA."
7428,80671,ESCOLA MUNICIPAL SAO JOAO BATISTA,BA,Salvador,"AVENIDA VASCO DA GAMA, 265 ENGENHO VELHO DA FEDERACAO. 40221-500 Salvador - BA."
7429,80672,ESCOLA SAO JOSE ANEXA AO COLEGIO SANTISSIMO SACRAMENTO,BA,Salvador,"AVENIDA LEOVIGILDO FILGUEIRAS, 211 GARCIA. GARCIA. 40100-000 Salvador - BA."
7430,80673,ESCOLA MUNICIPAL SAO PEDRO NOLASCO,BA,Salvador,"RUA DOUTOR BENJAMIN GONCALVES, S/N SANTA CRUZ. 41905-125 Salvador - BA."
7431,80674,ESCOLA MUNICIPAL PROFESSORA MARIA DE LOURDES SANTANA ALVES,BA,Salvador,"RUA PADRE ANTONIO VIEIRA, 176 SAO CAETANO. CAPELINHA. 40393-000 Salvador - BA."
7432,80675,ESCOLA MUNICIPAL SOROR JOANA ANGELICA,BA,Salvador,"RUA SANTA CLARA DO DESTERRO, 33 NAZARE. 40040-450 Salvador - BA."
7433,80676,ESCOLA MUNICIPAL SANTA ANGELA DAS MERCES,BA,Salvador,"AVENIDA SETE DE SETEMBRO, MERCES. DOIS DE JULHO. 40060-000 Salvador - BA."
7434,80677,ESCOLA MUNICIPAL SANTA BARBARA,BA,Salvador,"RUA ALTO DA BELA VISTA, 225 JD CRUZEIRO. VILA RUY BARBOSA. 40430-450 Salvador - BA."
7435,80678,EE - COLEGIO ESTADUAL SANTA RITA DE CASSIA,BA,Salvador,"R. ZONA A BR 324, 13 AGUAS CLARAS. 41311-472 Salvador - BA."
7436,80679,ESCOLA MUNICIPAL SANTA TEREZINHA DO CHAME CHAME,BA,Salvador,"AVENIDA CENTENARIO, 2 A CHAME-CHAME. 40157-150 Salvador - BA."
7437,80680,ESCOLA MUNICIPAL SANTO ANDRE,BA,Salvador,"RUA VINTE E SEIS DE ABRIL, 133 SANTA CRUZ. 41925-080 Salvador - BA."
7438,80681,ESCOLA MUNICIPAL SYD PORTO BRANDAO,BA,Salvador,"RUA ALCIONE DIAS, 06 CANABRAVA. 41260-085 Salvador - BA."
7439,80682,EE - ESCOLA TEODORO SAMPAIO,BA,Salvador,"R. RUA 8 NOVEMBRO, 300 PIRAJA. 41290-330 Salvador - BA."
7440,80683,EE - COLEGIO ESTADUAL TEREZA HELENA MATA PIRES,BA,Salvador,"NULL DO CAJU, 00174 ALTO DO CABRITO. 40484-440 Salvador - BA."
7441,80684,ESCOLA MUNICIPAL UNIAO CARIDADE E ABRIGO,BA,Salvador,"RUA HEITOR DIAS, 02 BOCA DO RIO. 41710-745 Salvador - BA."
7442,80685,ESCOLA MUNICIPAL UNIAO COMUNITARIA,BA,Salvador,"RUA COMUNIDADE, 54 JARDIM CRUZEIRO. VILA RUY BARBOSA. 40430-255 Salvador - BA."
7443,80686,ESCOLA MUNICIPAL URSULA CATARINO,BA,Salvador,"RUA URSULA CATARINO, 00048 PLATAFORMA. PLATAFORMA. 40710-680 Salvador - BA."
7444,80687,EE - COLEGIO ESTADUAL VITOR SOARES,BA,Salvador,"RUA ENGENHEIRO PIMENTA DA CUNHA, 0003 RIBEIRA. 40420-200 Salvador - BA."
7445,80688,ESCOLA MUNICIPAL VILA VICENTINA,BA,Salvador,"ESTRADA DA LIBERDADE, 07 LAPINHA. LIBERDADE. 40325-220 Salvador - BA."
7446,80689,EE - ESCOLA VISCONDE DE ITAPARICA,BA,Salvador,"RUA SILVEIRA MARTINS, S/N CABULA. 41150-000 Salvador - BA."
7447,80690,ESCOLA MUNICIPAL VIVALDO DA COSTA LIMA,BA,Salvador,"RUA DO PASSO, LARGO DO CARMO 57, 57 SANTO ANTONIO. 40301-408 Salvador - BA."
7448,80691,EE - COLEGIO ESTADUAL JOSIAS DE ALMEIDA MELO,BA,Salvador,"NULL JOSE JOAQUIM ALVES, 00205 PLATAFORMA. 40718-192 Salvador - BA."
7449,80692,EE - ESCOLA ESTADUAL DEPUTADO NAOMAR ALCANTARA - TEMPO INTEGRAL,BA,Salvador,"R. CONJ REMANESCENTE, CAJAZEIRAS V. 41311-237 Salvador - BA."
7450,80693,EE - COLEGIO ESTADUAL ARTUR DE SALES,BA,Salvador,"NULL DE CAMPINAS, 00012 CAMPINAS DE PIRAJA. 41275-150 Salvador - BA."
7451,80694,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR AUGUSTO LOPES PONTES,BA,Salvador,"PRACA LUIZ TARQUINIO, 596 BOA VIAGEM. 40414-120 Salvador - BA."
7452,80695,EE - COLEGIO ESTADUAL ABILIO CESAR BORGES,BA,Salvador,"NULL LUIZ TARQUINIO, 00006 ROMA. 40414-120 Salvador - BA."
7453,80696,ESCOLA MUNICIPAL ADAUTO PEREIRA DE SOUZA,BA,Salvador,"RUA SAO JOSE, 171 RUA SANTO ANTONIO, S. NOVA BRASILIA. 41350-160 Salvador - BA."
7454,80697,ESCOLA MUNICIPAL AFRANIO PEIXOTO,BA,Salvador,"RUA FELICIA, QUADRA C, 75 SETE DE ABRIL. SETE DE ABRIL. 41385-370 Salvador - BA."
7455,80698,ESCOLA MUNICIPAL AGNELO DE BRITO,BA,Salvador,"RUA MANOEL ALMEIDA PACHECO, 76 BOCA DO RIO. 41706-050 Salvador - BA."
7456,80699,ESCOLA MUNICIPAL AGRIPINIANO BARROS,BA,Salvador,"RUA PEDRO LOPES, 122 PRAIA GRANDE. PRAIA GRANDE. 40725-110 Salvador - BA."
7457,80700,EE - COLEGIO ESTADUAL DOUTOR AILTON PINTO DE ANDRADE,BA,Salvador,"NULL ATERRO DO JOANES, 00062 LOBATO. 40470-690 Salvador - BA."
7458,80701,EE - COLEGIO ESTADUAL ALBERTO VALENCA - TEMPO INTEGRAL,BA,Salvador,"R. RUA MILTON GOMES COSTA, 125 SAO GONCALO. 41185-505 Salvador - BA."
7459,80702,ESCOLA MUNICIPAL ALFREDO AMORIM,BA,Salvador,"LARGO DO PAPAGAIO, S/N RIBEIRA. 40421-630 Salvador - BA."
7460,80703,EE - COLEGIO ESTADUAL ALFREDO MAGALHAES - TEMPO INTEGRAL,BA,Salvador,"R. RUA IPIRA, 00487 RIO VERMELHO. 41940-230 Salvador - BA."
7461,80704,ESCOLA MUNICIPAL ALMERINDA COSTA,BA,Salvador,"RUA VICENTE DA SILVA ALVES, 31 URUGUAI. URUGUAI. 40450-670 Salvador - BA."
7462,80705,ESCOLA MUNICIPAL ALVARO DA FRANCA ROCHA,BA,Salvador,"RUA CIDADE DE CANUDOS, 189 TRAV DA FELICIDADE. ENGOMADEIRA. 41200-115 Salvador - BA."
7463,80706,ESCOLA MUNICIPAL ALTO DE COUTOS,BA,Salvador,"RUA GOLAN, 85 ALTO DE COUTOS. COUTOS. 40750-270 Salvador - BA."
7464,80707,ESCOLA MUNICIPAL ANA NERY,BA,Salvador,"AVENIDA OCEANICA, 5 ALTO DA SEREIA. RIO VERMELHO. 41950-000 Salvador - BA."
7465,80708,ESCOLA MUNICIPAL ANDRE REBOUCAS,BA,Salvador,"RUA SA OLIVEIRA, 115 SAO JOAO DO CABRITO. PLATAFORMA. 40717-380 Salvador - BA."
7466,80709,EE - COLEGIO ESTADUAL ANFRISIA SANTIAGO - TEMPO INTEGRAL,BA,Salvador,"R. AVENIDA AFRANIO PEIXOTO, 00780 COUTOS. 40750-090 Salvador - BA."
7467,80710,ESCOLA MUNICIPAL ANTONIO EUZEBIO,BA,Salvador,"RUA CHRISTIANO BUYS, 573 ESCOLA. CABULA. 41150-600 Salvador - BA."
7468,80711,ESCOLA MUNICIPAL ARMANDO CARNEIRO DA ROCHA,BA,Salvador,"RUA DIRETA DO CRUZEIRO, 684 PRAIA GRANDE. PRAIA GRANDE. 40725-210 Salvador - BA."
7469,80712,EE - COLEGIO ESTADUAL ASSIS CHATEAUBRIAND,BA,Salvador,"NULL GERSON DE CARVALHO, SAO CAETANO. 40390-040 Salvador - BA."
7470,80713,ESCOLA MUNICIPAL DESPORTIVA SANTA RITA,BA,Salvador,"LARGO SANTA RITA, 51 MATATU. 40255-580 Salvador - BA."
7471,80714,ESCOLA MUNICIPAL AUSTRICLIANO DE CARVALHO,BA,Salvador,"RUA CANDINHO FERNANDES, 49 FAZ. GRANDE. FAZENDA GRANDE DO RETIRO. 40355-600 Salvador - BA."
7472,80715,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,BA,Salvador,"RUA VITOR SERRA, 248 PERO VAZ. 40340-290 Salvador - BA."
7473,80716,ESCOLA MUNICIPAL BARBOSA RODRIGUES,BA,Salvador,"TRAVESSA VITAN S/N, S/N SAO CAETANO. SAO CAETANO. 40395-200 Salvador - BA."
7474,80717,CENTRO MUNICIPAL DE EDUCACAO INFANTIL BARONESA DE SAUIPE,BA,Salvador,"LARGO DO PAPAGAIO, 77 RIBEIRA. RIBEIRA. 40421-630 Salvador - BA."
7475,80718,ESCOLA MUNICIPAL BATISTA DE SAN MARTIM,BA,Salvador,"AVENIDA GENERAL SAN MARTIN, FAZENDA GRANDE DO RETIRO. 40355-720 Salvador - BA."
7476,80719,ESCOLA MUNICIPAL BATISTA VASCO DA GAMA,BA,Salvador,"RUA DINORA, 44 ENGENHO VELHO DA FEDERACAO. 40220-440 Salvador - BA."
7477,80720,ESCOLA MUNICIPAL BEZERRA DE MENEZES,BA,Salvador,"RUA JAYME VIEIRA LIMA, PAU DA LIMA. 41235-000 Salvador - BA."
7478,80721,ESCOLA MUNICIPAL BRIGADEIRO EDUARDO GOMES,BA,Salvador,"RUA LAURO DE FREITAS, 01 SAO CRISTOVAO. 41500-190 Salvador - BA."
7479,80722,ESCOLA MUNICIPAL CARDEAL DA SILVA,BA,Salvador,"RUA CONDE DE PORTO ALEGRE, S/N IAPI. 40330-201 Salvador - BA."
7480,80723,ESCOLA MUNICIPAL CARMELITANA 25 DE AGOSTO,BA,Salvador,"RUA LUIZ REGIS PACHECO, 860 URUGUAI. 40451-360 Salvador - BA."
7481,80724,ESCOLA MUNICIPAL CARMELITANA DO MENINO JESUS,BA,Salvador,"PRACA COMANDANTE ELIZIARIO BARBOSA, 132 URUGUAI. URUGUAI. 40450-170 Salvador - BA."
7482,80725,ESCOLA MUNICIPAL CASA DA PROVIDENCIA,BA,Salvador,"RUA GOES CALMON, 59 SAUDE. SAUDE. 40045-170 Salvador - BA."
7483,80726,EE - ESCOLA ESTADUAL CASTRO ALVES,BA,Salvador,"R. RUA BARAO DE COTEGIPE, 00153 CALCADA. 40445-001 Salvador - BA."
7484,80727,ESCOLA MUNICIPAL CECILIA MEIRELES,BA,Salvador,"RUA CECILIA MEIRELES, S/N SEGUNDA ETAPA. CASTELO BRANCO. 41320-675 Salvador - BA."
7485,80728,ESCOLA MUNICIPAL CECY ANDRADE,BA,Salvador,"ESTRADA DO COQUEIRO GRANDE, SN LADO COL TITANIA. FAZENDA GRANDE II. 41342-315 Salvador - BA."
7486,80729,EE - COLEGIO ESTADUAL CELINA PINHO - CLASSE VIII,BA,Salvador,"R. RUA DO PROGRESSO, 00622 CURUZU. 40365-230 Salvador - BA."
7487,80730,ESCOLA MUNICIPAL CENTRO SOCIAL MANGUEIRA,BA,Salvador,"TRAVESSA RUBEM AMORIM, 132 MASSARANDUBA. MASSARANDUBA. 40436-880 Salvador - BA."
7488,80731,ESCOLA MUNICIPAL SENADOR ANTONIO CARLOS PEIXOTO DE MAGALHAES,BA,Salvador,"RUA ROBERTO VEIGA LIMA, 465 RIO SENA. RIO SENA. 40715-402 Salvador - BA."
7489,80732,ESCOLA MUNICIPAL CIDADE DE JEQUIE,BA,Salvador,"AVENIDA CARDEAL DA SILVA, 152 FEDERACAO. 40231-250 Salvador - BA."
7490,80733,ESCOLA MUNICIPAL COMUNITARIA DE SANTA IZABEL,BA,Salvador,"RUA RUBENS ZARDIVAL, 49 SUSSUARANA. SUSSUARANA. 41215-000 Salvador - BA."
7491,80734,ESCOLA MUNICIPAL AMAI PRO,BA,Salvador,"TRAVESSA MARCIA NEIVA, 42 CAMPINAS DE PIRAJA. 41275-198 Salvador - BA."
7492,80735,ESCOLA MUNICIPAL COMUNITARIA CRISTO REDENTOR,BA,Salvador,"RUA DOUTOR ANTONIO CAVALCANTE, 19 SANTA CRUZ. 41915-810 Salvador - BA."
7493,80736,ESCOLA MUNICIPAL COMUNITARIA DE CANABRAVA,BA,Salvador,"RUA ARTEMIO CASTRO VALENTE, 1252 CANABRAVA. CANABRAVA. 41260-300 Salvador - BA."
7494,80737,ESCOLA MUNICIPAL MARIA DOLORES,BA,Salvador,"RUA SAO PAULO, SN TANCREDO NEVES. 41207-220 Salvador - BA."
7495,80738,ESCOLA MUNICIPAL CONEGO EMILIO LOBO,BA,Salvador,"RUA ENGENHEIRO AUSTRICLIANO, 173, 26 SAO CAETANO. 40391-204 Salvador - BA."
7496,80739,ESCOLA MUNICIPAL CONEGO ORLANDO TELES,BA,Salvador,"AVENIDA SAO CARLOS, 5 STA LUZIA DO LOBATO. LOBATO. 40470-740 Salvador - BA."
7497,80740,ESCOLA MUNICIPAL MINISTRO SIMOES FILHO,BA,Salvador,"AVENIDA SANTO ANTONIO, SN PERO VAZ. 40370-300 Salvador - BA."
7498,80741,ESCOLA MUNICIPAL SAO JUDAS TADEU,BA,Salvador,"RUA MARQUES DE MARICA, 100 PAU MIUDO. 40310-000 Salvador - BA."
7499,80742,ESCOLA MUNICIPAL ASSISTENCIAL NOSSA SENHORA DE GUADALUPE,BA,Salvador,"TRAVESSA DO ORIENTE, 79 ALTO DO PERU. 40349-365 Salvador - BA."
7500,80743,ESCOLA MUNICIPAL JOSAFA CARLOS BORGES,BA,Salvador,"RUA NEVES DA ROCHA, 39 CAIXA D AGUA. 40320-530 Salvador - BA."
7501,80744,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAO GONCALO,BA,Salvador,"AVENIDA CARDEAL DA SILVA, 892 FEDERACAO. 41950-495 Salvador - BA."
7502,80745,ESCOLA MUNICIPAL SENHORA SANTANA,BA,Salvador,"RUA CONSELHEIRO PEDRO LUIZ, 141 RIO VERMELHO. 41950-610 Salvador - BA."
7503,80746,EE - COLEGIO ESTADUAL CONSELHEIRO VICENTE PACHECO DE OLIVEIRA-TEMPO INTEGRAL,BA,Salvador,"R. RUA DAS PAULINAS, 00372 DOM AVELAR. 41315-150 Salvador - BA."
7504,80747,ESCOLA MUNICIPAL CONSELHEIRO LUIZ ROGERIO,BA,Salvador,"RUA PEDRO DOMIENSE DE OLIVEIRA, 90 CASTELO BRANCO. CASTELO BRANCO. 41321-615 Salvador - BA."
7505,80748,ESCOLA MUNICIPAL SENHOR DO BONFIM,BA,Salvador,"RUA ESMERALDA, 97 PLATAFORMA. 40717-638 Salvador - BA."
7506,80749,ESCOLA MUNICIPAL COSME DE FARIAS,BA,Salvador,"RUA GALDINO FRANKLIM BANDEIRA, 59 NAZARE LAPA. NAZARE. 40040-475 Salvador - BA."
7507,80750,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ASSOCIACAO CRISTA FEMININA,BA,Salvador,"RUA TENENTE GUSTAVO DOS SANTOS, 679 BOCA DO RIO. 41706-860 Salvador - BA."
7508,80751,CENTRO MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA DA VITORIA,BA,Salvador,"R FLORIDA, 134 GRACA. GRACA. 40150-480 Salvador - BA."
7509,80752,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CSU MAJOR COSME DE FARIAS,BA,Salvador,"RUA LUIZ ANSELMO, 155 MATATU. LUIZ ANSELMO. 40260-485 Salvador - BA."
7510,80753,EE - ESCOLA CUPERTINO DE LACERDA,BA,Salvador,"NULL VISCONDE DE ITABORAHY, 00028 AMARALINA. 41900-000 Salvador - BA."
7511,80754,ESCOLA MUNICIPAL HELENA MAGALHAES,BA,Salvador,"RUA 8 DE DEZEMBRO, S/N BOA VISTA DE SAO CAETANO. 40387-120 Salvador - BA."
7512,80755,ESCOLA MUNICIPAL D PEDRO I,BA,Salvador,"RUA JOAO MARTINS, 40 PRACA DE PARIPE. PARIPE. 40820-120 Salvador - BA."
7513,80756,ESCOLA MUNICIPAL COMUNITARIA DA HISTARTE,BA,Salvador,"RUA MIGUEL GUSTAVO 1A, S/N BROTAS. BROTAS. 40285-010 Salvador - BA."
7514,80757,ESCOLA MUNICIPAL SOCIEDADE TOME DE SOUZA,BA,Salvador,"RUA LUIZ REGIS PACHECO, 34 URUGUAI. 40451-360 Salvador - BA."
7515,80758,EE - COLEGIO ESTADUAL DANIEL LISBOA,BA,Salvador,"R. ARTUR GONZALEZ, 00181 PAU DA LIMA. 40000-990 Salvador - BA."
7516,80759,EE - COLEGIO ESTADUAL DANTAS JUNIOR,BA,Salvador,"R. LADEIRA DOS FIAIS, 00159 LARGO DO TANQUE. 40349-165 Salvador - BA."
7517,80760,EE - COLEGIO ESTADUAL DOUTOR JOAO PEDRO DOS SANTOS,BA,Salvador,"R. RUA MARIO LEAL FERREIRA, 30 COSME DE FARIAS. 40000-990 Salvador - BA."
7518,80761,ESCOLA MUNICIPAL ZULMIRA TORRES,BA,Salvador,"BECO DA CULTURA, 221 AMARALINA. 41900-055 Salvador - BA."
7519,80762,EE - COLEGIO ESTADUAL ALBERTO SANTOS DUMONT,BA,Salvador,"NULL OITO DE NOVEMBRO, 00059 PIRAJA. 41290-200 Salvador - BA."
7520,80763,ESCOLA MUNICIPAL DORIVAL CAYMMI,BA,Salvador,"RUA REINALDO CALIXTO, 25 N. BRASILIA ITAPUA. NOVA BRASILIA DE ITAPUA. 41611-145 Salvador - BA."
7521,80764,EE - COLEGIO ESTADUAL BRIGADEIRO EDUARDO GOMES,BA,Salvador,"R. RUA SAO GERALDO, 24 MATATU. 40000-990 Salvador - BA."
